name,district,lat,lng,tag
景钱路,金山区,30.804638,121.191538, 
金廊公路廊下中学,金山区,30.798253,121.194894, 
金廊公路漕廊公路,金山区,30.793842,121.195862, 
廊下镇政府,金山区,30.796549,121.197624, 
招呼站,金山区,30.784639,121.184995, 
木桥港,金山区,30.792793,121.184871, 
敬老院,金山区,30.7865,121.189956, 
金廊公路景钱路,金山区,30.805055,121.19395, 
廊下小学,金山区,30.794122,121.197999, 
廊下中学,金山区,30.797885,121.196716, 
招呼站,金山区,30.784703,121.185218, 
景钱路金廊公路,金山区,30.804604,121.198036, 
特色民居,金山区,30.80461,121.197567, 
漕廊公路金廊公路,金山区,30.793433,121.196306, 
白洋湾桥,金山区,30.803352,121.184787, 
向阳路,金山区,30.804283,121.191223, 
奚家宅,金山区,30.807334,121.223181, 
塔东路秦弯路(招呼站),金山区,30.784707,121.238958, 
秦弯路漕廊公路(招呼站),金山区,30.792411,121.235861, 
王家村,金山区,30.788214,121.237062, 
塔港村双圩,金山区,30.783029,121.230252, 
秦弯路塔东路,金山区,30.784245,121.238477, 
漕廊公路鑫博海,金山区,30.794918,121.221194, 
秦弯路漕廊公路,金山区,30.792408,121.235897, 
香阳河桥(招呼站),金山区,30.783896,121.235048, 
万春苑,金山区,30.794896,121.229369, 
漕廊公路万春苑,金山区,30.794887,121.229813, 
秦望路长浜村,金山区,30.805812,121.258348, 
新钱路(招呼站),金山区,30.780928,121.246217, 
钱圩,金山区,30.780887,121.257037, 
秦望路金秦路(姚家湾),金山区,30.800581,121.258485, 
金石路塔东路,金山区,30.788022,121.255497, 
塔东路(招呼站),金山区,30.787785,121.255513, 
星火村委(招呼站),金山区,30.777793,121.25821, 
钱商大街金石路,金山区,30.783212,121.256883, 
金石公路漕廊公路(招呼站),金山区,30.791087,121.255354, 
秦弯路新钱路,金山区,30.777919,121.248568, 
钱商大街,金山区,30.783194,121.256824, 
沈家宅,金山区,30.788059,121.253341, 
星火村东圩,金山区,30.783376,121.25365, 
干家宅(招呼站),金山区,30.802124,121.245721, 
秦弯路医院路,金山区,30.779012,121.253016, 
金秦路(招呼站),金山区,30.798586,121.252292, 
秦弯路卫生院,金山区,30.784159,121.259542, 
建圩路,金山区,30.780593,121.254962, 
钱圩医院路,金山区,30.784057,121.259194, 
星火村,金山区,30.777835,121.258189, 
漕廊公路医院路,金山区,30.779053,121.253201, 
漕廊公路新钱路,金山区,30.777835,121.248215, 
秦弯路向阳河桥,金山区,30.777124,121.244947, 
向阳河桥,金山区,30.776437,121.2438, 
三号桥(招呼站),金山区,30.804643,121.240741, 
塔港村委,金山区,30.786136,121.244061, 
俞家宅,金山区,30.779429,121.241352, 
干家圩,金山区,30.804609,121.241449, 
漕廊公路向阳河桥,金山区,30.77711,121.244824, 
汇达路振堰路,金山区,30.808438,121.277089, 
汇达路振凯路,金山区,30.807029,121.267118, 
汇达路茸卫路,金山区,30.807644,121.272326, 
震辉路,金山区,30.799558,121.278113, 
秦弯路钱商大街,金山区,30.786475,121.264485, 
钱圩中学,金山区,30.777763,121.261378, 
振凯路汇科路,金山区,30.800318,121.266819, 
钱鑫路,金山区,30.777588,121.268258, 
振堰路汇工路,金山区,30.805445,121.277902, 
漕廊公路,金山区,30.791402,121.264328, 
俞家站,金山区,30.792263,121.271127, 
汇科路振帆路(张堰工业园区),金山区,30.79943,121.262629, 
招呼站,金山区,30.781662,121.260459, 
俞家宅,金山区,30.788486,121.275689, 
东山圹桥,金山区,30.794067,121.265047, 
振凯路振康路,金山区,30.804362,121.266577, 
秦山,金山区,30.797517,121.26662, 
陆家宅,金山区,30.787656,121.271876, 
建元路秦弯路(招呼站),金山区,30.781388,121.260523, 
秦阳村委,金山区,30.788966,121.278521, 
秦阳村,金山区,30.789,121.278731, 
松金公路张堰老车站,金山区,30.805832,121.294653, 
张堰大街,金山区,30.808734,121.292769, 
松金公路东贤路,金山区,30.80951,121.296484, 
东贤路松金公路,金山区,30.809304,121.297138, 
张堰老车站,金山区,30.80584,121.294653, 
松金公路康德路,金山区,30.801005,121.296919, 
沈家宅,金山区,30.798368,121.292222, 
秦山苑,金山区,30.800202,121.290019, 
康德路,金山区,30.80092,121.296987, 
牡丹小区,金山区,30.805018,121.290079, 
界山路,金山区,30.806372,121.28582, 
金张支线界山路,金山区,30.806397,121.285818, 
隆兴,金山区,30.788904,121.284379, 
金张支线张溪路,金山区,30.804125,121.284208, 
张溪路,金山区,30.803707,121.283726, 
阿娘桥,金山区,30.79255,121.28629, 
秦山村,金山区,30.802469,121.288534, 
德贤路康贤路,金山区,30.807137,121.303913, 
松卫南路康和路,金山区,30.80907,121.313195, 
张堰中心小学,金山区,30.807074,121.300076, 
康和路德贤路,金山区,30.806349,121.309952, 
六里桥(招呼站),金山区,30.783633,121.307249, 
兰花墙,金山区,30.796632,121.319475, 
张旧公路,金山区,30.77879,121.310317, 
东贤路漕廊公路,金山区,30.801184,121.307742, 
桑园村,金山区,30.800521,121.315399, 
松卫南路漕廊公路,金山区,30.804142,121.319649, 
松金公路六里,金山区,30.786646,121.305612, 
松金公路张旧公路,金山区,30.778875,121.310234, 
建农路,金山区,30.781472,121.302358, 
东贤路康和路,金山区,30.803428,121.304792, 
德贤路康德路,金山区,30.805272,121.306277, 
建农村委,金山区,30.782879,121.300494, 
漕廊公路,金山区,30.801301,121.307686, 
甪里,金山区,30.786616,121.305625, 
六里桥,金山区,30.784013,121.307068, 
