name,district,lat,lng,tag
曲阜路,闸北区,31.248303,121.478011,地铁站
小南门,黄浦区,31.222656,121.504895,地铁站
自然博物馆,静安区,31.241917,121.469279,地铁站
陆家浜路,黄浦区,31.217413,121.492716,地铁站
鲁班路,卢湾区,31.20494,121.480988,地铁站
西藏南路,黄浦区,31.207672,121.496122,地铁站
南浦大桥,黄浦区,31.214259,121.506359,地铁站
新闸路,黄浦区,31.244699,121.474802,地铁站
世博会博物馆,卢湾区,31.202606,121.488515,地铁站
大木桥路,徐汇区,31.200222,121.470166,地铁站
东安路,徐汇区,31.197304,121.461153,地铁站
马当路,卢湾区,31.215357,121.48331,地铁站
上海科技馆,浦东新区,31.225461,121.550557,地铁站
世纪大道,浦东新区,31.23481,121.533534,地铁站
花木路,浦东新区,31.21757,121.569227,地铁站
商城路,浦东新区,31.236125,121.52289,地铁站
芳甸路,浦东新区,31.237704,121.56462,地铁站
浦东大道,浦东新区,31.245796,121.526013,地铁站
芳华路,浦东新区,31.199531,121.556478,地铁站
塘桥,浦东新区,31.215407,121.525353,地铁站
4号线,浦东新区,31.215135,121.52565, 
北洋泾路,浦东新区,31.245588,121.559229,地铁站
杨高中路,浦东新区,31.233791,121.555022,地铁站
世纪公园,浦东新区,31.215933,121.557176,地铁站
龙阳路,浦东新区,31.209166,121.56405,地铁站
上海儿童医学中心,浦东新区,31.209399,121.52979,地铁站
浦电路,浦东新区,31.22605,121.535457,地铁站
源深体育中心,浦东新区,31.239044,121.540892,地铁站
民生路,浦东新区,31.242115,121.549926,地铁站
蓝村路,浦东新区,31.217627,121.534381,地铁站
浦电路,浦东新区,31.229007,121.538513,地铁站
东昌路,浦东新区,31.239079,121.521998,地铁站
临沂新村,浦东新区,31.198949,121.52308,地铁站
广兰路,浦东新区,31.216703,121.627179,地铁站
金科路,浦东新区,31.209932,121.608557,地铁站
张江高科,浦东新区,31.207879,121.594061,地铁站
蓝天路,浦东新区,31.247521,121.584168,地铁站
创新中路,浦东新区,31.219787,121.680356,地铁站
华夏东路,浦东新区,31.203168,121.687294,地铁站
唐镇,浦东新区,31.219828,121.662625,地铁站
凌空路,浦东新区,31.198595,121.730308,地铁站
远东大道,浦东新区,31.2052,121.762161,地铁站
昌吉东路,嘉定区,31.29994,121.206771,地铁站
昌吉东路,嘉定区,31.29994,121.206771,地铁站
上海汽车城,嘉定区,31.291581,121.18725,地铁站
安亭,嘉定区,31.294335,121.168602,地铁站
上海汽车城,嘉定区,31.291581,121.18725,地铁站
安亭,嘉定区,31.294335,121.168602,地铁站
南翔,嘉定区,31.303357,121.329747,地铁站
南翔,嘉定区,31.303357,121.329747,地铁站
真北路地铁站,普陀区,31.251557,121.397562,交通设施;地铁站
李子园,普陀区,31.274628,121.396533,地铁站
祁连山路,普陀区,31.277205,121.382499,地铁站
李子园,普陀区,31.274628,121.396533,地铁站
祁连山路,普陀区,31.277205,121.382499,地铁站
桃浦新村,普陀区,31.287647,121.355937,地铁站
武威路,普陀区,31.282825,121.371318,地铁站
武威路,普陀区,31.282825,121.371318,地铁站
桃浦新村,普陀区,31.287647,121.355937,地铁站
上海马戏城,闸北区,31.285845,121.458503,地铁站
汶水路,闸北区,31.298815,121.45656,地铁站
江宁路,普陀区,31.250552,121.450569,地铁站
中潭路,普陀区,31.260932,121.447467,地铁站
大场镇,宝山区,31.29971,121.422947,地铁站
行知路,宝山区,31.291225,121.428059,地铁站
大华三路,宝山区,31.280186,121.429488,地铁站
新村路,普陀区,31.270157,121.429033,地铁站
岚皋路,普陀区,31.262583,121.428339,地铁站
镇坪路,普陀区,31.252964,121.436843,地铁站
上海西站,普陀区,31.268542,121.40794,地铁站
真如,普陀区,31.256497,121.413834,地铁站
真如,普陀区,31.256497,121.413834,地铁站
上海西站,普陀区,31.268542,121.40794,地铁站
大柏树,虹口区,31.295096,121.489614,地铁站
上海火车站,闸北区,31.255155,121.46396,地铁站
中山北路,闸北区,31.265275,121.465616,地铁站
天潼路,闸北区,31.250088,121.488783,地铁站
中兴路,闸北区,31.259035,121.475411,地铁站
西藏北路,闸北区,31.2694,121.47525,地铁站
国权路,杨浦区,31.295351,121.516744,地铁站
同济大学,杨浦区,31.288214,121.51305,地铁站
提篮桥,虹口区,31.259141,121.51328,地铁站
鞍山新村,杨浦区,31.278922,121.516066,地铁站
大连路,虹口区,31.263723,121.519576,地铁站
四川北路,虹口区,31.257732,121.490774,地铁站
邮电新村,虹口区,31.274187,121.500859,地铁站
曲阳路,虹口区,31.282122,121.497039,地铁站
四平路,杨浦区,31.280778,121.50817,地铁站
临平路,虹口区,31.26658,121.507604,地铁站
海伦路,虹口区,31.264649,121.495445,地铁站
宝山路,闸北区,31.257393,121.48291,地铁站
东宝兴路,虹口区,31.265746,121.486639,地铁站
虹口足球场,虹口区,31.276632,121.485807,地铁站
赤峰路,虹口区,31.287038,121.48899,地铁站
国际客运中心,虹口区,31.255835,121.504856,地铁站
延长路,闸北区,31.27806,121.461893,地铁站
黄兴路,杨浦区,31.284573,121.534441,地铁站
五角场,杨浦区,31.303805,121.521191,地铁站
延吉中路,杨浦区,31.294724,121.541405,地铁站
黄兴公园,杨浦区,31.301934,121.539677,地铁站
复兴岛,杨浦区,31.28718,121.567839,地铁站
德平路,浦东新区,31.251659,121.570573,地铁站
云山路,浦东新区,31.256659,121.579314,地铁站
爱国路,杨浦区,31.286351,121.559427,地铁站
隆昌路,杨浦区,31.281348,121.550831,地铁站
江浦路,杨浦区,31.280818,121.524804,地铁站
杨树浦路,虹口区,31.257681,121.523944,地铁站
宁国路,杨浦区,31.274769,121.539069,地铁站
江浦公园,杨浦区,31.270507,121.530286,地铁站
金桥,浦东新区,31.266889,121.619064,地铁站
台儿庄路,浦东新区,31.258705,121.603984,地铁站
东靖路,浦东新区,31.296804,121.595327,地铁站
金吉路,浦东新区,31.26994,121.634401,地铁站
申江路,浦东新区,31.285855,121.633793,地铁站
金京路,浦东新区,31.285413,121.622205,地铁站
杨高北路,浦东新区,31.285853,121.609423,地铁站
金桥路,浦东新区,31.263292,121.588374,地铁站
博兴路,浦东新区,31.270058,121.593414,地铁站
五莲路,浦东新区,31.278007,121.59454,地铁站
东陆路,浦东新区,31.288712,121.585248,地铁站
巨峰路,浦东新区,31.286432,121.595529,地铁站
曹路,浦东新区,31.277549,121.689449,地铁站
民雷路,浦东新区,31.274649,121.674609,地铁站
金海路,浦东新区,31.269485,121.64549,地铁站
顾唐路,浦东新区,31.272188,121.663,地铁站
白银路,嘉定区,31.351371,121.251801,地铁站
嘉定新城,嘉定区,31.335744,121.26104,地铁站
嘉定新城,嘉定区,31.335744,121.26104,地铁站
上海赛车场,嘉定区,31.337944,121.232625,地铁站
上海赛车场,嘉定区,31.337944,121.232625,地铁站
马陆,嘉定区,31.325402,121.28343,地铁站
马陆,嘉定区,31.325402,121.28343,地铁站
顾村公园,宝山区,31.350576,121.379313,地铁站
祁华路,宝山区,31.328108,121.38016,地铁站
上海大学,宝山区,31.326259,121.395296,地铁站
通河新村,宝山区,31.337798,121.447817,地铁站
呼兰路,宝山区,31.345991,121.444185,地铁站
彭浦新村,闸北区,31.312943,121.455097,地铁站
共康路,闸北区,31.325355,121.453464,地铁站
南陈路,宝山区,31.327224,121.405224,地铁站
上大路,宝山区,31.321458,121.414775,地铁站
场中路,宝山区,31.309963,121.420161,地铁站
江湾镇,虹口区,31.311153,121.491636,地铁站
新江湾城,杨浦区,31.334451,121.513188,地铁站
长江南路,宝山区,31.337669,121.498185,地铁站
淞发路,宝山区,31.350804,121.50714,地铁站
三门路,杨浦区,31.318613,121.514701,地铁站
殷高东路,杨浦区,31.327743,121.513177,地铁站
殷高西路,宝山区,31.325555,121.49148,地铁站
江湾体育场,杨浦区,31.308746,121.520633,地铁站
翔殷路,杨浦区,31.311024,121.538472,地铁站
嫩江路,杨浦区,31.320923,121.538559,地铁站
市光路,杨浦区,31.328516,121.538527,地铁站
航津路,浦东新区,31.341305,121.600539,地铁站
外高桥保税区北,浦东新区,31.353883,121.593445,地铁站
港城路,浦东新区,31.359297,121.581148,地铁站
外高桥保税区南,浦东新区,31.327228,121.608663,地铁站
五洲大道,浦东新区,31.308625,121.595846,地铁站
洲海路,浦东新区,31.318355,121.595922,地铁站
嘉定北,嘉定区,31.397409,121.24401,地铁站
嘉定西,嘉定区,31.383236,121.234404,地铁站
美兰湖,宝山区,31.407853,121.356426,地铁站
罗南新村,宝山区,31.394383,121.364185,地铁站
刘行,宝山区,31.363427,121.368889,地铁站
潘广路,宝山区,31.370198,121.362293,地铁站
地铁1号线(富锦路-莘庄),宝山区,31.39867,121.431023, 
江杨北路,宝山区,31.414218,121.446217,地铁站
友谊西路,宝山区,31.387741,121.434336,地铁站
富锦路,宝山区,31.398683,121.43103,地铁站
共富新村,宝山区,31.361557,121.440458,地铁站
宝安公路,宝山区,31.376207,121.437357,地铁站
水产路,宝山区,31.387092,121.494702,地铁站
宝杨路,宝山区,31.401287,121.486126,地铁站
友谊路,宝山区,31.40993,121.48254,地铁站
铁力路,宝山区,31.414309,121.467842,地铁站
张华浜,宝山区,31.363646,121.505376,地铁站
淞滨路,宝山区,31.376563,121.499387,地铁站
